   	      	                          fitness                          	                      size                     
   	      	-----------------------------------------------------------	-----------------------------------------------
gen	nevals	avg   	gen	max        	min    	nevals	std        	avg 	gen	max	min	nevals	std    
43 	100   	342.248    	43 	13749.3    	8.4067 	100   	1893.37    	11.8 	43 	87 	1  	100   	15.2283
44 	100   	3.05269e+06	44 	3.03158e+08	8.4067 	100   	3.01624e+07	12.09	44 	96 	1  	100   	15.5133
45 	100   	482631     	45 	4.82413e+07	8.4067 	100   	4.79992e+06	11.72	45 	87 	1  	100   	15.2749
46 	100   	226.959    	46 	14390.1    	8.4067 	100   	1454.14    	11.4 	46 	87 	1  	100   	15.5126
47 	100   	267.464    	47 	14390.1    	8.4067 	100   	1480.6     	11.61	47 	87 	1  	100   	15.3583
48 	100   	102.891    	48 	2957.47    	8.4067 	100   	354.762    	10.67	48 	87 	1  	100   	13.4157
49 	100   	4.00761e+16	49 	4.00761e+18	8.4067 	100   	3.98752e+17	12.28	49 	87 	1  	100   	15.7061
50 	100   	6741.57    	50 	289295     	8.4067 	100   	41044.4    	11.86	50 	87 	1  	100   	15.3265
51 	100   	1.13676e+15	51 	1.13674e+17	8.4067 	100   	1.13105e+16	13.89	51 	87 	1  	100   	17.5704
52 	100   	9.30069e+08	52 	9.29728e+10	8.4067 	100   	9.25065e+09	13.37	52 	87 	1  	100   	15.4911
53 	100   	489.961    	53 	42698      	8.4067 	100   	4242.68    	12.48	53 	54 	1  	100   	13.2879
54 	100   	22016.3    	54 	1.54684e+06	8.4067 	100   	161559     	12.28	54 	54 	1  	100   	12.7405
55 	100   	7.49252e+06	55 	5.28785e+08	8.4067 	100   	5.6798e+07 	12.82	55 	84 	1  	100   	13.6509
56 	100   	774.597    	56 	63730.5    	8.4067 	100   	6348.56    	13.05	56 	56 	1  	100   	14.1763
57 	100   	7.67228e+26	57 	7.67228e+28	8.4067 	100   	7.63382e+27	11.45	57 	53 	1  	100   	11.9108
58 	100   	60664.5    	58 	5.85768e+06	8.4067 	100   	582875     	12.52	58 	61 	1  	100   	13.3098
59 	100   	8.24286e+48	59 	8.24286e+50	8.4067 	100   	8.20154e+49	12.14	59 	44 	1  	100   	11.8499
60 	100   	4.6591e+21 	60 	4.6591e+23 	8.4067 	100   	4.63575e+22	10.03	60 	42 	1  	100   	10.1049
61 	100   	1.67231e+10	61 	1.67231e+12	8.4067 	100   	1.66393e+11	10.27	61 	52 	1  	100   	10.4497
62 	100   	89629.1    	62 	8.86525e+06	8.4067 	100   	882021     	10.99	62 	72 	1  	100   	11.6735
63 	100   	9.12982e+08	63 	9.11442e+10	8.4067 	100   	9.06858e+09	10.54	63 	34 	1  	100   	9.61397
64 	100   	1.24403e+15	64 	1.24403e+17	8.4067 	100   	1.23779e+16	10.99	64 	60 	1  	100   	11.0784
65 	100   	3.44588e+11	65 	3.44588e+13	8.4067 	100   	3.4286e+12 	9.29 	65 	40 	1  	100   	8.96693
66 	100   	100.264    	66 	2075.04    	8.4067 	100   	237.28     	10.79	66 	52 	1  	100   	10.3299
67 	100   	8.14018e+08	67 	8.13985e+10	8.4067 	100   	8.09904e+09	11.78	67 	52 	1  	100   	10.7243
68 	100   	348.516    	68 	26968.5    	8.4067 	100   	2677.97    	11.22	68 	52 	1  	100   	11.3592
69 	100   	239893     	69 	2.39797e+07	8.4067 	100   	2.38594e+06	11.9 	69 	52 	1  	100   	12.5964
70 	100   	251.152    	70 	11205.8    	8.4067 	100   	1219.31    	12.99	70 	67 	1  	100   	14.4482
71 	100   	5.69035e+47	71 	5.69035e+49	8.4067 	100   	5.66183e+48	11.6 	71 	67 	1  	100   	13.397 
72 	100   	3.79009e+06	72 	2.6904e+08 	8.4067 	100   	2.88162e+07	13.26	72 	67 	1  	100   	14.7239
73 	100   	2.65318e+22	73 	2.65318e+24	8.4067 	100   	2.63988e+23	14.12	73 	67 	1  	100   	15.9388
74 	100   	1.42396e+11	74 	1.42396e+13	8.4067 	100   	1.41683e+12	12.8 	74 	72 	1  	100   	15.1122
75 	100   	2.3211e+11 	75 	2.3211e+13 	8.4067 	100   	2.30946e+12	12.22	75 	67 	1  	100   	14.3182
76 	100   	9.63127e+07	76 	9.63098e+09	8.4067 	100   	9.5827e+08 	10.41	76 	68 	1  	100   	12.4765
77 	100   	7644.61    	77 	616292     	8.4067 	100   	61967      	11.62	77 	68 	1  	100   	12.8006
78 	100   	10997.1    	78 	505909     	8.4067 	100   	69886.9    	11.58	78 	68 	1  	100   	13.3755
79 	100   	3.90239e+28	79 	3.90239e+30	8.4067 	100   	3.88283e+29	12.04	79 	70 	1  	100   	14.042 
80 	100   	241104     	80 	2.4087e+07 	8.4067 	100   	2.3966e+06 	11.73	80 	68 	1  	100   	13.3917
81 	100   	9.46145e+12	81 	9.46145e+14	8.4067 	100   	9.41402e+13	11.39	81 	68 	1  	100   	12.9421
82 	100   	24010.4    	82 	2.02196e+06	8.4067 	100   	204161     	10.75	82 	68 	1  	100   	12.393 
83 	100   	4.73699e+06	83 	4.73426e+08	8.4067 	100   	4.7105e+07 	11.04	83 	68 	1  	100   	12.5737
84 	100   	182.337    	84 	4251.74    	8.4067 	100   	610.806    	10.82	84 	68 	1  	100   	11.894 
85 	100   	18105      	85 	1.78573e+06	8.4067 	100   	177656     	10.64	85 	68 	1  	100   	12.2683
86 	100   	8048.87    	86 	762276     	8.4067 	100   	75878.6    	10.61	86 	68 	1  	100   	12.0365
87 	100   	9.06059e+15	87 	9.06059e+17	8.4067 	100   	9.01517e+16	10.37	87 	68 	1  	100   	10.5201
88 	100   	3.67221e+10	88 	3.67221e+12	8.4067 	100   	3.6538e+11 	12.22	88 	71 	1  	100   	14.0852
89 	100   	478.713    	89 	39410.9    	8.4067 	100   	3915.57    	9.58 	89 	72 	1  	100   	12.2835
90 	100   	4.22856e+08	90 	4.22821e+10	8.4067 	100   	4.20702e+09	10.26	90 	85 	1  	100   	13.0925
91 	100   	61.8669    	91 	246.097    	8.4067 	100   	65.7249    	10.91	91 	72 	1  	100   	12.4877
92 	100   	3.76381e+14	92 	3.76381e+16	8.4067 	100   	3.74494e+15	11.29	92 	72 	1  	100   	12.6209
93 	100   	496.106    	93 	40422.3    	8.4067 	100   	4016.57    	9.08 	93 	72 	1  	100   	10.4189
94 	100   	780.733    	94 	70126.7    	8.4067 	100   	6970.52    	10.54	94 	73 	1  	100   	12.9433
95 	100   	1.09969e+06	95 	1.09959e+08	8.4067 	100   	1.09408e+07	10.37	95 	72 	1  	100   	12.0621
96 	100   	2.06197e+06	96 	2.01641e+08	8.4067 	100   	2.00615e+07	9.97 	96 	62 	1  	100   	12.0137
97 	100   	5.17267e+06	97 	4.06824e+08	8.4067 	100   	4.18345e+07	9.97 	97 	63 	1  	100   	12.0486
98 	100   	25233.5    	98 	2.51649e+06	8.4067 	100   	250381     	10.15	98 	59 	1  	100   	11.3264
99 	100   	2961.02    	99 	229243     	8.4067 	100   	23164.2    	10.45	99 	59 	1  	100   	11.0629
100	100   	2.22472e+06	100	1.09959e+08	8.4067 	100   	1.53926e+07	11.3 	100	59 	1  	100   	11.7563
   	      	                              fitness                              	                      size                     
   	      	-------------------------------------------------------------------	-----------------------------------------------
gen	nevals	avg        	gen	max        	min   	nevals	std        	avg 	gen	max	min	nevals	std    
0  	100   	1.26715e+14	0  	1.26712e+16	11.526	100   	1.26077e+15	6.12	0  	30 	1  	100   	6.25984
1  	100   	1.58668e+07	1  	1.58647e+09	11.526	100   	1.57851e+08	10.15	1  	38 	1  	100   	9.63989
2  	100   	2669.85    	2  	181758     	11.4039	100   	18339.7    	9.79 	2  	45 	1  	100   	9.83493
3  	100   	1.66712e+07	3  	1.58647e+09	11.4039	100   	1.57869e+08	10.3 	3  	53 	1  	100   	11.0874
4  	100   	3.24284e+13	4  	3.24284e+15	11.4039	100   	3.22659e+14	10.45	4  	55 	1  	100   	10.9374
5  	100   	1.62245e+19	5  	1.62245e+21	11.4039	100   	1.61432e+20	11.89	5  	46 	1  	100   	11.0968
6  	100   	1.0836e+06 	6  	1.0835e+08 	9.35729	100   	1.07807e+07	12.52	6  	46 	1  	100   	12.3592
7  	100   	2.08266e+09	7  	2.08239e+11	9.35729	100   	2.07195e+10	12.64	7  	60 	1  	100   	13.7161
8  	100   	5.49343e+08	8  	5.49342e+10	9.35729	100   	5.46588e+09	11.95	8  	60 	1  	100   	11.6399
9  	100   	1943.8     	9  	98754.6    	9.35729	100   	12920.6    	14.57	9  	77 	1  	100   	15.0554
10 	100   	2046.38    	10 	102928     	9.35729	100   	12760.5    	15.27	10 	77 	1  	100   	16.028 
11 	100   	3.16874e+07	11 	3.05002e+09	9.35729	100   	3.03554e+08	13.82	11 	65 	1  	100   	14.8657
12 	100   	1.71095e+15	12 	1.71095e+17	9.35729	100   	1.70238e+16	12.98	12 	64 	1  	100   	14.5038
13 	100   	2.20748e+11	13 	2.19245e+13	9.35729	100   	2.18136e+12	12.07	13 	65 	1  	100   	15.1587
14 	100   	1106.13    	14 	50487.8    	9.35729	100   	5920.56    	12.35	14 	65 	1  	100   	14.8111
15 	100   	4.05068e+14	15 	4.05068e+16	9.35729	100   	4.03037e+15	12.04	15 	65 	1  	100   	15.2525
16 	100   	1.5812e+07 	16 	1.58118e+09	9.35729	100   	1.57325e+08	12.64	16 	69 	1  	100   	15.5682
17 	100   	588.173    	17 	46979.5    	9.35729	100   	4674.82    	14.52	17 	69 	1  	100   	17.2177
18 	100   	7.74086e+06	18 	7.70301e+08	9.35729	100   	7.66406e+07	14.71	18 	67 	1  	100   	16.6555
19 	100   	106520     	19 	9.27326e+06	9.35729	100   	928880     	16.15	19 	79 	1  	100   	17.5593
20 	100   	2.53962e+11	20 	2.53962e+13	9.35729	100   	2.52689e+12	15.67	20 	79 	1  	100   	17.8006
21 	100   	4163.43    	21 	406573     	9.35729	100   	40444.1    	16.11	21 	86 	1  	100   	18.8212
22 	100   	7.40142e+07	22 	7.40095e+09	9.35729	100   	7.36384e+08	15.31	22 	86 	1  	100   	18.0714
23 	100   	2233.83    	23 	184888     	9.35729	100   	18414      	15.64	23 	86 	1  	100   	18.5011
24 	100   	9.21261e+14	24 	9.21261e+16	9.35729	100   	9.16643e+15	14.74	24 	85 	1  	100   	18.9656
25 	100   	4.41162e+22	25 	4.41162e+24	9.35729	100   	4.38951e+23	16.06	25 	86 	1  	100   	19.7068
26 	100   	2110.9     	26 	124781     	9.35729	100   	13638      	15.89	26 	86 	1  	100   	18.5234
27 	100   	9.45931e+44	27 	9.45931e+46	9.35729	100   	9.41189e+45	14.93	27 	62 	1  	100   	16.3385
28 	100   	1.76499e+11	28 	1.76499e+13	9.35729	100   	1.75614e+12	15.13	28 	73 	1  	100   	17.4829
29 	100   	4.50845e+13	29 	4.50845e+15	9.35729	100   	4.48585e+14	15.29	29 	76 	1  	100   	17.4839
30 	100   	844.42     	30 	60036.6    	9.35729	100   	6061.28    	14.96	30 	76 	1  	100   	16.941 
31 	100   	2116.58    	31 	202642     	9.35729	100   	20154.4    	14.54	31 	93 	1  	100   	17.8977
32 	100   	2.22207e+07	32 	2.22106e+09	9.35729	100   	2.20991e+08	15.13	32 	82 	1  	100   	18.2826
33 	100   	2763.69    	33 	263056     	9.35729	100   	26165      	14.11	33 	82 	1  	100   	17.5299
34 	100   	2.09713e+15	34 	2.09713e+17	9.35729	100   	2.08662e+16	15.38	34 	82 	1  	100   	18.4064
35 	100   	inf        	35 	inf        	9.35729	100   	nan        	14.21	35 	82 	1  	100   	17.0436
36 	100   	12545.2    	36 	1.17837e+06	9.35729	100   	117281     	13.18	36 	93 	1  	100   	16.5453
37 	100   	1.10057e+06	37 	1.10043e+08	9.28613	100   	1.09491e+07	13.51	37 	93 	1  	100   	17.2537
38 	100   	1.33439e+06	38 	1.33429e+08	9.28613	100   	1.3276e+07 	12.74	38 	93 	1  	100   	15.4017
39 	100   	4.36731e+08	39 	4.35211e+10	9.28613	100   	4.33017e+09	14.02	39 	93 	1  	100   	15.9436
40 	100   	1.70664e+21	40 	1.70664e+23	9.28613	100   	1.69808e+22	13.54	40 	93 	1  	100   	17.59  
41 	100   	8.93777e+06	41 	7.70301e+08	9.28613	100   	7.73527e+07	14.81	41 	93 	1  	100   	18.0026
42 	100   	16662      	42 	1.32407e+06	9.28613	100   	133430     	14.82	42 	93 	1  	100   	17.5775
43 	100   	133300     	43 	1.29335e+07	9.28613	100   	1.287e+06  	14.82	43 	93 	1  	100   	18.4382
44 	100   	754.608    	44 	65771.9    	9.28613	100   	6536.78    	15.07	44 	92 	1  	100   	16.5965
45 	100   	7.70501e+06	45 	7.70301e+08	8.77685	100   	7.66438e+07	14.42	45 	92 	1  	100   	16.8114
46 	100   	10355.5    	46 	1.00217e+06	8.77685	100   	99697.7    	14.96	46 	91 	1  	100   	17.6005
47 	100   	1.92078e+15	47 	1.92078e+17	8.77685	100   	1.91116e+16	14.62	47 	101	1  	100   	18.0747
48 	100   	399.011    	48 	25533.2    	8.68586	100   	2596.61    	13.37	48 	91 	1  	100   	17.7559
49 	100   	83077.8    	49 	8.24861e+06	8.68586	100   	820672     	15.69	49 	117	1  	100   	18.2684
50 	100   	1.11051e+06	50 	1.11042e+08	8.35181	100   	1.10486e+07	14.54	50 	91 	1  	100   	17.1671
51 	100   	5787.87    	51 	283661     	8.35181	100   	39500.7    	13.81	51 	91 	1  	100   	16.5389
52 	100   	6.99527e+09	52 	6.99527e+11	8.35181	100   	6.9602e+10 	15.27	52 	93 	1  	100   	16.9976
53 	100   	3.04757e+49	53 	3.04757e+51	8.35181	100   	3.03229e+50	14.24	53 	91 	1  	100   	16.1419
54 	100   	1.24104e+21	54 	1.24104e+23	8.35181	100   	1.23482e+22	14.71	54 	91 	1  	100   	17.3754
55 	100   	5777.68    	55 	544023     	7.36741	100   	54132.7    	13.34	55 	98 	1  	100   	17.4145
56 	100   	1.92642e+06	56 	1.24914e+08	7.36741	100   	1.40755e+07	14.88	56 	91 	1  	100   	16.6849
57 	100   	824.442    	57 	65771.2    	7.36741	100   	6564.24    	13.34	57 	93 	1  	100   	16.3751
58 	100   	2.6453e+74 	58 	2.6453e+76 	7.36741	100   	2.63204e+75	14.65	58 	91 	1  	100   	18.0551
59 	100   	1000.27    	59 	89688.4    	7.36741	100   	8917.03    	14.25	59 	91 	1  	100   	17.0343
60 	100   	1196.65    	60 	74093.1    	7.36741	100   	7644.25    	12.62	60 	88 	1  	100   	14.7498
61 	100   	41412.5    	61 	4.09699e+06	7.36741	100   	407616     	14.73	61 	88 	1  	100   	16.9828
62 	100   	36483.5    	62 	2.35675e+06	7.36741	100   	265391     	15.86	62 	88 	1  	100   	17.3332
63 	100   	581.299    	63 	20141.3    	7.36741	100   	2603.12    	13.69	63 	88 	1  	100   	16.0958
64 	100   	108.931    	64 	2359.02    	7.36741	100   	259.926    	13.84	64 	91 	1  	100   	16.206 
65 	100   	6.30392e+17	65 	6.30392e+19	7.36741	100   	6.27232e+18	13.7 	65 	91 	1  	100   	16.4885
66 	100   	2.62142e+07	66 	2.61169e+09	7.36741	100   	2.59852e+08	13.36	66 	91 	1  	100   	16.8905
67 	100   	7074.37    	67 	501084     	7.36741	100   	52261.7    	13.2 	67 	123	1  	100   	17.6221
68 	100   	3.15453e+09	68 	3.15254e+11	7.36741	100   	3.13672e+10	13.97	68 	123	1  	100   	19.2927
69 	100   	1.90522e+24	69 	1.90522e+26	7.36741	100   	1.89567e+25	14.41	69 	121	1  	100   	19.4155
70 	100   	1.12591e+06	70 	1.10043e+08	7.36741	100   	1.09475e+07	13.59	70 	121	1  	100   	18.2763
71 	100   	2.32323e+06	71 	2.32298e+08	7.36741	100   	2.31133e+07	12.59	71 	82 	1  	100   	14.8863
72 	100   	127.86     	72 	2696.72    	7.36741	100   	336.013    	11.37	72 	91 	1  	100   	15.3027
73 	100   	257.839    	73 	7948.88    	7.36741	100   	974.628    	12.8 	73 	92 	1  	100   	16.5976
74 	100   	5.50226e+06	74 	5.50215e+08	7.36741	100   	5.47457e+07	12.67	74 	91 	1  	100   	16.3762
75 	100   	1.3555e+09 	75 	1.35549e+11	7.36741	100   	1.34869e+10	12.66	75 	91 	1  	100   	17.4918
76 	100   	8.11623e+30	76 	8.11623e+32	7.36741	100   	8.07554e+31	13.07	76 	94 	1  	100   	17.533 
77 	100   	9219.47    	77 	501084     	7.36741	100   	57690.9    	12.59	77 	91 	1  	100   	17.2099
78 	100   	275.481    	78 	8723.18    	7.36741	100   	1084.88    	13.19	78 	91 	1  	100   	17.0849
79 	100   	8.31683e+31	79 	8.31683e+33	7.36741	100   	8.27514e+32	13.84	79 	91 	1  	100   	17.2799
80 	100   	1.15326e+24	80 	1.15326e+26	7.36741	100   	1.14748e+25	12.72	80 	102	1  	100   	17.2018
81 	100   	402.037    	81 	32321.6    	7.36741	100   	3209.78    	12.72	81 	102	1  	100   	17.2911
82 	100   	82435.1    	82 	8.22371e+06	7.36741	100   	818229     	12.8 	82 	101	1  	100   	17.2   
83 	100   	157267     	83 	1.28625e+07	7.36741	100   	1.29377e+06	12.53	83 	101	1  	100   	17.3265
84 	100   	1.31314e+11	84 	1.31314e+13	7.36741	100   	1.30656e+12	14.05	84 	101	1  	100   	18.1556
85 	100   	1.43931e+10	85 	1.43931e+12	7.36741	100   	1.4321e+11 	12.51	85 	97 	1  	100   	17.3876
86 	100   	2.968e+51  	86 	2.968e+53  	7.36741	100   	2.95312e+52	13.5 	86 	100	1  	100   	17.379 
87 	100   	8.66228e+09	87 	8.65815e+11	7.36741	100   	8.61471e+10	11.76	87 	97 	1  	100   	14.4368
88 	100   	894.363    	88 	28667.6    	7.36741	100   	3582.82    	11.83	88 	98 	1  	100   	16.6091
89 	100   	194.428    	89 	5919.14    	7.36741	100   	702.092    	11.14	89 	100	1  	100   	16.386 
90 	100   	1.75882e+10	90 	1.73775e+12	7.36741	100   	1.72895e+11	12.07	90 	97 	1  	100   	16.7166
91 	100   	9.07113e+07	91 	8.75771e+09	7.36741	100   	8.71619e+08	13.23	91 	114	1  	100   	18.2778
92 	100   	1.84252e+15	92 	1.84252e+17	7.36741	100   	1.83329e+16	11.34	92 	97 	1  	100   	16.282 
93 	100   	1.67095e+06	93 	1.59588e+08	7.36741	100   	1.58887e+07	11.8 	93 	97 	1  	100   	16.4948
94 	100   	118.253    	94 	1380.93    	7.36741	100   	215.754    	12.19	94 	97 	1  	100   	16.7766
95 	100   	2.45695e+09	95 	2.08241e+11	7.36741	100   	2.09563e+10	11.81	95 	98 	1  	100   	16.9084
96 	100   	2.9245e+11 	96 	2.9245e+13 	7.36741	100   	2.90984e+12	12.14	96 	97 	1  	100   	15.4823
97 	100   	3.29679e+06	97 	3.17294e+08	7.36741	100   	3.15706e+07	11.9 	97 	97 	1  	100   	16.4088
98 	100   	5436.54    	98 	501084     	7.36741	100   	49889.9    	11.5 	98 	97 	1  	100   	16.634 
99 	100   	1.74404e+12	99 	1.66225e+14	7.36741	100   	1.6551e+13 	12   	99 	96 	1  	100   	16.7809
100	100   	346.005    	100	14232.1    	7.36741	100   	1519.86    	11.6 	100	96 	1  	100   	16.1047
   	      	                              fitness                              	                      size                     
   	      	-------------------------------------------------------------------	-----------------------------------------------
gen	nevals	avg        	gen	max        	min    	nevals	std        	avg 	gen	max	min	nevals	std    
0  	100   	3.37055e+57	0  	3.37055e+59	10.0759	100   	3.35366e+58	7.83	0  	51 	1  	100   	8.81255
1  	100   	1.3165e+13 	1  	1.3165e+15 	10.0759	100   	1.3099e+14 	8.58	1  	56 	1  	100   	9.04675
2  	100   	5.03543e+38	2  	5.03543e+40	10.0759	100   	5.01019e+39	10  	2  	60 	1  	100   	11.2285
3  	100   	1010.67    	3  	90507.7    	10.0759	100   	8995.49    	7.98	3  	62 	1  	100   	10.0697
4  	100   	1.70929e+15	4  	1.70929e+17	10.0759	100   	1.70072e+16	8.03	4  	62 	1  	100   	9.45352
5  	100   	1.88793e+66	5  	1.88793e+68	10.0759	100   	1.87847e+67	9.25	5  	62 	1  	100   	10.7251
6  	100   	2519.21    	6  	140632     	10.0759	100   	16153.8    	8.64	6  	75 	1  	100   	11.4809
7  	100   	1.56042e+16	7  	1.56042e+18	10.0759	100   	1.5526e+17 	9.29	7  	62 	1  	100   	11.6827
8  	100   	1.09813e+22	8  	1.09813e+24	10.0759	100   	1.09262e+23	10.26	8  	64 	1  	100   	12.3277
9  	100   	4.40192e+27	9  	4.40192e+29	10.0759	100   	4.37986e+28	9.85 	9  	62 	1  	100   	10.5427
10 	100   	2.71516e+27	10 	2.71516e+29	10.0759	100   	2.70155e+28	10.04	10 	47 	1  	100   	11.1382
11 	100   	4.34197e+06	11 	3.28906e+08	10.0759	100   	3.42601e+07	10.42	11 	41 	1  	100   	10.4911
12 	100   	1.62055e+36	12 	1.62055e+38	10.0759	100   	1.61243e+37	10.81	12 	67 	1  	100   	12.082 
13 	100   	3.72948e+11	13 	3.72948e+13	10.0759	100   	3.71078e+12	10.94	13 	41 	1  	100   	10.9534
14 	100   	2.60262e+09	14 	2.60262e+11	10.0759	100   	2.58957e+10	11.15	14 	40 	1  	100   	10.6117
15 	100   	1.06931e+09	15 	1.06931e+11	10.0759	100   	1.06395e+10	10   	15 	38 	1  	100   	10.4115
16 	100   	4.97757e+06	16 	4.92184e+08	10.0759	100   	4.89692e+07	10.06	16 	54 	1  	100   	11.63  
17 	100   	311.283    	17 	19844.9    	10.0759	100   	1969.03    	10.08	17 	65 	1  	100   	12.0927
18 	100   	1.87584e+52	18 	1.87584e+54	10.0759	100   	1.86644e+53	10.02	18 	55 	1  	100   	12.5738
19 	100   	2.59418e+21	19 	2.59418e+23	9.62122	100   	2.58118e+22	11.3 	19 	57 	1  	100   	12.398 
20 	100   	5.36268e+10	20 	5.36268e+12	9.62122	100   	5.3358e+11 	10.92	20 	58 	1  	100   	13.1291
21 	100   	3.00008e+06	21 	2.91041e+08	9.62122	100   	2.89612e+07	9.73 	21 	54 	1  	100   	11.5177
22 	100   	1896.68    	22 	147139     	9.62122	100   	14849.6    	9.1  	22 	54 	1  	100   	10.2387
23 	100   	288.871    	23 	14607.1    	8.62805	100   	1483.83    	10.23	23 	57 	1  	100   	11.2666
24 	100   	91.7987    	24 	702.168    	8.62805	100   	114.449    	8.88 	24 	54 	1  	100   	11.2972
25 	100   	213.832    	25 	12309.5    	8.62805	100   	1221.87    	8.61 	25 	54 	1  	100   	11.4341
26 	100   	141.882    	26 	4152.51    	8.62805	100   	427.569    	9.81 	26 	65 	1  	100   	12.501 
27 	100   	3.29873e+11	27 	3.29853e+13	8.62805	100   	3.28199e+12	8.65 	27 	54 	1  	100   	11.0855
28 	100   	405648     	28 	4.04391e+07	8.62805	100   	4.02352e+06	9.46 	28 	54 	1  	100   	11.5442
29 	100   	22320.1    	29 	2.0866e+06 	8.62805	100   	207723     	9.12 	29 	54 	1  	100   	11.5933
30 	100   	2.44125e+09	30 	2.16433e+11	8.62805	100   	2.16823e+10	10.87	30 	56 	1  	100   	12.8387
31 	100   	189.504    	31 	4826.28    	8.62805	100   	558.916    	9.84 	31 	54 	1  	100   	11.9731
32 	100   	2850.27    	32 	135185     	8.62805	100   	18023.5    	9.87 	32 	54 	1  	100   	12.0554
33 	100   	1.51541e+10	33 	1.51502e+12	8.62805	100   	1.50742e+11	8.74 	33 	54 	1  	100   	11.5392
34 	100   	3330.4     	34 	306554     	8.62805	100   	30507.2    	10.44	34 	61 	1  	100   	13.5656
35 	100   	162.992    	35 	4826.28    	8.62805	100   	519.128    	9.34 	35 	54 	1  	100   	11.7841
36 	100   	5.05691e+43	36 	5.05691e+45	8.62805	100   	5.03156e+44	9.91 	36 	47 	1  	100   	11.4866
37 	100   	2361.45    	37 	219487     	8.62805	100   	21830.4    	8.95 	37 	49 	1  	100   	11.4336
38 	100   	858741     	38 	8.46771e+07	8.62805	100   	8.42447e+06	9.8  	38 	63 	1  	100   	12.8398
39 	100   	7.16317e+51	39 	7.16317e+53	8.62805	100   	7.12727e+52	10.21	39 	52 	1  	100   	11.9861
40 	100   	28328      	40 	2.81377e+06	8.62805	100   	279948     	9.6  	40 	72 	1  	100   	12.9484
41 	100   	1.22582e+07	41 	7.86642e+08	8.62805	100   	8.92371e+07	9.19 	41 	72 	1  	100   	12.6132
42 	100   	6.15507e+06	42 	4.67871e+08	8.62805	100   	4.86727e+07	9.81 	42 	73 	1  	100   	12.9844
43 	100   	201.87     	43 	5415.19    	8.62805	100   	673.055    	9.64 	43 	73 	1  	100   	12.6748
44 	100   	92220.9    	44 	6.92712e+06	8.62805	100   	721904     	11.08	44 	73 	1  	100   	14.9731
45 	100   	5405.38    	45 	515762     	8.62805	100   	51299.7    	10.92	45 	73 	1  	100   	13.6042
46 	100   	273.248    	46 	11784.7    	8.62805	100   	1317.46    	10.22	46 	72 	1  	100   	13.0588
47 	100   	5.0791e+14 	47 	5.0791e+16 	8.62805	100   	5.05364e+15	9.84 	47 	72 	1  	100   	13.171 
48 	100   	5.15586e+06	48 	5.14433e+08	8.62805	100   	5.11844e+07	10.19	48 	72 	1  	100   	12.248 
49 	100   	1.06336e+22	49 	1.06336e+24	8.62805	100   	1.05803e+23	10.98	49 	72 	1  	100   	13.6945
50 	100   	14081.9    	50 	1.13114e+06	8.62805	100   	113755     	11.05	50 	77 	1  	100   	14.9073
51 	100   	6.79929e+07	51 	6.79887e+09	8.62805	100   	6.76479e+08	11.21	51 	74 	1  	100   	14.9448
52 	100   	113112     	52 	1.12424e+07	8.62805	100   	1.11854e+06	10.92	52 	74 	1  	100   	14.4732
53 	100   	229474     	53 	2.21663e+07	8.62805	100   	2.20526e+06	12.66	53 	74 	1  	100   	16.4992
54 	100   	4.53551e+09	54 	4.53551e+11	8.62805	100   	4.51277e+10	12.5 	54 	80 	1  	100   	15.9822
55 	100   	142.953    	55 	4136.82    	8.62805	100   	426.109    	12.7 	55 	95 	1  	100   	16.7192
56 	100   	32996.4    	56 	3.26338e+06	8.62805	100   	324669     	12.25	56 	74 	1  	100   	15.5861
57 	100   	6.38986e+08	57 	6.38964e+10	8.62805	100   	6.35761e+09	12.77	57 	80 	1  	100   	16.7319
58 	100   	5556.86    	58 	533011     	8.62805	100   	53017.5    	13.58	58 	82 	1  	100   	16.6776
59 	100   	2249.35    	59 	199701     	8.62805	100   	19880.6    	13.22	59 	80 	1  	100   	16.7819
60 	100   	1436.19    	60 	97145.4    	8.62805	100   	9878.72    	14.87	60 	80 	1  	100   	17.8105
61 	100   	103.729    	61 	1576.79    	8.62805	100   	181.305    	14.11	61 	80 	1  	100   	17.7578
62 	100   	945.307    	62 	82363.8    	8.62805	100   	8191.11    	14.83	62 	80 	1  	100   	18.1329
63 	100   	8.15508e+13	63 	8.15508e+15	8.62805	100   	8.1142e+14 	14.82	63 	80 	1  	100   	18.5485
64 	100   	4.70653e+11	64 	4.70644e+13	8.62805	100   	4.68285e+12	14.54	64 	80 	1  	100   	17.7924
65 	100   	1.29033e+06	65 	1.29019e+08	8.62805	100   	1.28372e+07	15.39	65 	80 	1  	100   	18.5827
66 	100   	212.578    	66 	8318.44    	8.62805	100   	946.193    	15.67	66 	80 	1  	100   	18.8367
67 	100   	6.11811e+43	67 	6.11811e+45	8.62805	100   	6.08744e+44	15.19	67 	77 	1  	100   	18.5044
68 	100   	6.7436e+06 	68 	6.74265e+08	8.62805	100   	6.70884e+07	14.58	68 	77 	1  	100   	18.0694
69 	100   	132.974    	69 	1528.06    	8.62805	100   	250.935    	14.14	69 	79 	1  	100   	18.8489
70 	100   	3371.57    	70 	318721     	8.62805	100   	31698.9    	15.6 	70 	79 	1  	100   	20.1946
71 	100   	3.90604e+14	71 	3.90604e+16	8.62805	100   	3.88646e+15	12.92	71 	79 	1  	100   	17.9408
